country,job_field,job_title,company_name,salary,remote_location,non_remote_location,job_description,rating,post_date,job_type
Australia,product manager,Product Manager - Junior Support,Null,Null,Null,Somersby NSW,Learn and support product cataloguing function to optimise sales potential of every product.,Null,2022-07-25 20:54:01.321810,Full-time
Australia,product manager,Product Manager,Null,131094151609,Null,Hybrid remote in New South Wales,"Manage end-to-end product lifecycle, helping to define, de-risk and execute against product vision.",Null,2022-08-09 20:54:01.327080,Null
Australia,product manager,Product Manager,InfoTrack,Null,Null,Australia,The Product Manager role is responsible for the product strategy and tactical implementation of our core products.,3.9,2022-08-06 20:54:01.332609,Null
Australia,product manager,"Manager - Product Management, Acceptance",MasterCard,Null,Null,St Leonards NSW,"Leverage working knowledge of Mastercard business, systems, products and customer requirements in making fact-based business and product decisions.",4.0,2022-08-11 20:54:01.337528,Full-time
Australia,product manager,Product Manager,Null,Null,Null,Pyrmont NSW 2009,At least 2 years working in a product manager role.,Null,2022-07-24 20:54:01.341930,Full-time
Australia,product manager,Principal Product Manager,NSW Government -Service NSW,142087170935,+1 location,Hybrid remote in Sydney NSW+1 location,Proactively seek to unify our customers’ experience across the product offering by engaging with other product teams.,4.0,2022-07-13 20:54:01.348795,Null
Australia,product manager,Junior Product Manager,The Just Group,Null,Null,Melbourne VIC,Supporting the product team with administrative needs.,3.6,2022-07-13 20:54:01.354319,Full-time
Australia,product manager,Product Manager,Null,Null,Null,Melbourne VIC,Creative mindset to innovate product lines.,Null,2022-07-13 20:54:01.358806,Full-time
Australia,product manager,"Product Manager, Chrome OS",Google,Null,Null,Sydney NSW,Experience managing day-to-day product direction.,4.3,2022-07-13 20:54:01.364392,Full-time
Australia,product manager,"Manager, Product Experience Design",MasterCard,Null,Null,St Leonards NSW,"In this role you will be working with an expert team of creatives, SMEs, product development specialists and developers to deliver product innovation events at…",4.0,2022-08-02 20:54:01.369632,Full-time
Australia,product manager,Junior Product Manager,Mattel,Null,Null,Richmond VIC 3121,"Liaising with global and regional Mattel offices on product issues including product development, compliance, pricing, avails, assortment mixes, global product…",4.0,2022-07-15 20:54:01.374719,Full-time
Australia,product manager,Senior Product Manager (Customer Engagement),Flight Centre,Null,Null,Hybrid remote in Queensland,"As the Product Manager you’ll be responsible for the product planning and execution throughout the product life cycle, including: gathering and prioritising…",3.5,2022-07-13 20:54:01.381911,Full-time
Australia,product manager,Product Support Manager,Oracle,Null,Null,Brisbane QLD,You will interact frequently with customers and other managers.,3.8,2022-07-13 20:54:01.386781,Null
Australia,product manager,Product Manager - Accountants,MYOB,Null,Null,Melbourne VIC,Experience in leading product and delivery teams.,3.5,2022-07-13 20:54:01.392333,Null
Australia,product manager,Product Manager (Pumps),Null,Null,Null,Brisbane QLD,Driving revenue growth for all pumping products.,Null,2022-07-13 20:54:01.396833,Null
Australia,data scientist,DigitalBCG | GAMMA Data Scientist,Boston Consulting Group,Null,+2 locations,Perth WA+2 locations,Are able to explain sophisticated data science concepts in an understandable manner.,4.2,2022-08-11 20:54:03.249834,Null
Australia,data scientist,Data Scientist,Insurance Australia Group,Null,Null,Sydney NSW 2000,Minimum 5+ years’ experience in customer analytics or data science.,3.7,2022-08-12 20:54:03.254910,Permanent +1
Australia,data scientist,Junior Data Scientist,Sydney Water,103308,Null,Hybrid remote in Parramatta NSW,"Strong expertise and experience with data structures, data modelling and ETL process.",3.8,2022-08-11 20:54:03.261482,Null
Australia,data scientist,Data Scientist,Null,Null,Null,Sydney NSW,"To lead the delivery of data analytics projects, including project design and ideation; identification of appropriate data sets and methodologies; and…",Null,2022-08-12 20:54:03.266072,Full-time
Australia,data scientist,Data Scientist - Queanbeyan,Southern NSW Local Health District,100107118735,+1 location,Queanbeyan NSW+1 location,Demonstrated high level of ability and extensive experience in multiple dialects of SQL scripting including MS SQL Server including the use of complex coding to…,2.0,2022-08-08 20:54:03.272425,Null
Australia,data scientist,Data Scientist,Null,Null,Null,Brisbane QLD,"Lead data analysis, data design and modelling, metadata management, data migration, and other data and database related activities.",Null,2022-08-08 20:54:03.276973,Null
Australia,data scientist,Data Science Graduate/Undergraduate - Immed Start!,UGL Limited,Null,Null,North Shore NSW,"Graduates receive structured, on-the-job training, guided learning plans and leadership mentoring.",3.6,2022-07-27 20:54:03.282151,Graduate +1
Australia,data scientist,Consulting - Data & AI - 2022/23 Summer Vacationer Program (...,Deloitte,Null,+1 location,Melbourne VIC 3000+1 location,"By joining us, you’ll be trained on a variety of methods and tools including advanced visualisation, rapid prototyping, Natural Language Processing (NLP) and…",3.9,2022-07-19 20:54:03.288597,Seasonal
Australia,data scientist,Data Scientist,Rio Tinto,Null,Null,Brisbane QLD,"Help shape the Exploration data science team, while inspiring and supporting a growing community of citizen data scientists across Rio Tinto Exploration.",3.9,2022-07-14 20:54:03.294102,Null
Australia,data scientist,Data Scientist,QBE,Null,Null,Temporarily Remote in Sydney NSW,"Leading analytical conversation with business centred on “The art of the possible using data science”, exploring data from a modelling perspective, and…",3.6,2022-08-09 20:54:03.299348,Permanent +1
Australia,data scientist,Graduate Machine Learning (Canberra based),Null,Null,+1 location,Canberra ACT+1 location,"As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best…",Null,2022-07-13 20:54:03.304215,Graduate
Australia,data scientist,Data scientist,Findex,Null,Null,Remote in Australia,"Understanding of data structures, data modelling and software architecture.",4.0,2022-08-05 20:54:03.309393,Null
Australia,data scientist,"Lecturer, Statistics and Data Science",University of Wollongong,107177123775,Null,Wollongong NSW,This position will have responsibility for the development and coordination of biostatistics and data science subjects for public health programs.,4.3,2022-08-11 20:54:03.315861,Null
Australia,data scientist,Data Scientist,Null,Null,Null,Canberra ACT,"Bachelor’s degree in data science, data analytics, software engineering, or related STEM field.",Null,2022-07-13 20:54:03.320563,Full-time
Australia,data scientist,Data Scientist,Australian Prudential Regulation Authority (APRA),Null,Null,Sydney NSW,Enhancing APRA’s data science capabilities and facilitating exploration of data and business problems.,4.5,2022-08-03 20:54:03.325523,Null
Australia,marketing specialist,Marketing Specialist,CatholicCare Sydney,91080,Null,Remote in Lewisham TAS,Null,4.1,2022-08-12 20:54:05.551489,Null
Australia,marketing specialist,Marketing Specialist,Unisson Disability,70000,Null,Remote in Sydney NSW,Null,3.0,2022-07-13 20:54:05.557153,Null
Australia,marketing specialist,Digital and Creative Specialist,Queensland Health,Null,Null,Brisbane QLD,Null,3.7,2022-07-13 20:54:05.561916,Null
Australia,marketing specialist,Marketing Automation Specialist,Australian National University,8401996713,Null,Canberra ACT,Null,4.2,2022-08-01 20:54:05.567089,Null
Australia,marketing specialist,Digital Marketing Specialist (SEO),Baby Bunting,Null,Null,Dandenong VIC,Null,3.3,2022-07-13 20:54:05.571932,Full-time +1
Australia,marketing specialist,Sports Marketing Event Specialist (m/w/d),Red Bull,Null,Null,New South Wales,Null,4.0,2022-07-20 20:54:05.577875,Full-time
Australia,marketing specialist,Digital Marketing Specialist - Google Ads,Null,7000090000,Null,Remote in Fortitude Valley QLD 4006,Null,Null,2022-08-03 20:54:05.582397,Null
Australia,marketing specialist,Senior Content Specialist,KPMG,Null,Null,Sydney NSW,Null,3.9,2022-08-12 20:54:05.587335,Full-time
Australia,marketing specialist,Sales Enablement and Marketing Specialist,KPMG,Null,Null,Sydney NSW,Null,3.9,2022-08-11 20:54:05.592525,Full-time
Australia,marketing specialist,Digital Marketing Specialist,Null,Null,Remote,Remote,Null,Null,2022-07-27 20:54:05.596767,Null
Australia,marketing specialist,Marketing Specialist,Null,Null,Remote,Remote,Null,Null,2022-07-26 20:54:05.600815,Part-time
Australia,marketing specialist,Influencer Marketing Specialist,Null,Null,Null,Remote in Chadstone VIC 3148,Null,Null,2022-07-13 20:54:05.605196,Full-time
Australia,marketing specialist,Marketing Specialist,Null,Null,Null,Remote in Melbourne VIC,Null,Null,2022-07-13 20:54:05.609848,Full-time
Australia,marketing specialist,Marketing Propositions Senior Specialist (Telstra Plus),Telstra,Null,Null,Remote in Australia,Null,4.0,2022-07-13 20:54:05.614874,Full-time
Australia,marketing specialist,Community Program Specialist,Null,Null,Null,Sydney NSW,Null,Null,2022-08-04 20:54:05.619076,Null
Australia,ui ux-designer,Web / UX Designer,Null,Null,Remote,Remote,Actualise Design is looking for freelance/contract web / UX designers to assist with overflow and project work.,Null,2022-07-27 20:54:06.901473,Freelance
Australia,ui ux-designer,UX/UI Experience Design - Early Career Opportunities,Macquarie Group Limited,Null,Null,Sydney NSW,"You’ll collaborate closely with teams of Product Owners, Business Analysts, Architects, Engineers, and other tech experts across the organisation.",3.8,2022-08-03 20:54:06.906953,Permanent +1
Australia,ui ux-designer,UX Designer,EY,73500,Null,Perth WA 6000,"We are looking for Perth based candidates, though we have a flexible working environment whereby you are not required to be in the office all the time.",4.0,2022-07-13 20:54:06.913177,Null
Australia,ui ux-designer,UX Designer,Suncorp Group,Null,Null,Brisbane QLD,"As a UX Designer, you will be responsible for delivering best in class user experience and design across Suncorp Bank’s key digital assets including mobile, web…",3.5,2022-08-11 20:54:06.919137,Permanent +1
Australia,ui ux-designer,UI/UX Designer,Kmart,Null,Null,Mulgrave VIC,Collaborate with UI designers and developers to ensure design handoff through to UAT is seamless and the integrity of the designs remains at a high standard.,3.8,2022-07-13 20:54:06.924862,Null
Australia,ui ux-designer,UX Designer,Null,64,Null,Adelaide CBD SA 5000,Globally recognised start-up with opportunities for progression.,Null,2022-07-25 20:54:06.930100,Null
Australia,ui ux-designer,UI/UX Designer,Servian,Null,Null,Brisbane QLD,Strong passion and background in cutting edge UX/UI Design.,3.5,2022-07-26 20:54:06.935209,Null
Australia,ui ux-designer,UX Designer,Capgemini Australia,Null,Null,Melbourne VIC,Need a strong UX designer with proven industry UX experience to work on a variety of UX projects for our Banking client.,3.8,2022-08-02 20:54:06.940340,Null
Australia,ui ux-designer,HMI/UI/UX Designer,Collins Aerospace,Null,Null,Sydney NSW,"Contract Basis: Full-time, Permanent.",3.6,2022-08-03 20:54:06.945511,Permanent +2
Australia,ui ux-designer,UX Designer,Michael Hill,Null,Null,Brisbane QLD,"Customer driven, creative, experience enhancer, curious, particular with details.",3.4,2022-07-13 20:54:06.951221,Full-time
Australia,ui ux-designer,UI UX Designer,Null,Null,Null,Sydney NSW,Work with product manager to define product functionality into mobile app and website prototypes.,Null,2022-07-13 20:54:06.955187,Null
Australia,ui ux-designer,UX Designer,Sportsbet,Null,Null,Melbourne VIC,As a User Experience Designer (UXD) you will have an unhealthy obsession with the customer and will tackle complex problems and transform them into designs that…,2.8,2022-08-12 20:54:06.960327,Full-time
Australia,ui ux-designer,UI/UX Designer,CoreLogic,Null,Null,Fortitude Valley QLD,"Using artificial intelligence and automation, we help real estate agents and business owners enjoy a more efficient, enjoyable, and hyper-personalised service…",3.3,2022-07-13 20:54:06.965854,Full-time
Australia,ui ux-designer,Digital UX/UI Designer,Null,Null,Null,Melbourne VIC,"As our UX Designer you will report to our Digital Optimisation Lead and be an important part of our web team, who is a diverse group of people hyper-focused on…",Null,2022-07-13 20:54:06.970401,Full-time
Australia,ui ux-designer,UX Designer - Marketing,Macquarie Group Limited,Null,Null,Sydney NSW,"In this role you will create intuitive, innovative and beautiful customer experiences that support growth and new client acquisition for a variety of retail…",3.8,2022-07-13 20:54:06.976032,Permanent +1
Australia,software engineer,"Software Engineer, Early Career",Google,Null,Null,Sydney NSW,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one…",4.3,2022-07-13 20:54:08.332382,Full-time
Australia,software engineer,Software Engineer - Permanent - Fully remote,Null,125000160000,Null,Melbourne City Centre VIC,Open to any Tech stack experience - Just need someone with applied skills in software development!,Null,2022-07-18 20:54:08.336942,Null
Australia,software engineer,Software Engineer - REACT (VPSG5.2),Null,114830125735,Null,Temporarily Remote in Victoria,Job type: Full time / 12 Months.,Null,2022-08-05 20:54:08.342514,Null
Australia,software engineer,Software Engineer,Australian Bureau of Meteorology,100075112725,Null,Australia,The Research Program of the Bureau of Meteorology is seeking an advanced software engineer with some computational science and / or data science and data…,3.3,2022-08-12 20:54:08.348134,Null
Australia,software engineer,Software Engineer,Slater and Gordon,Null,Null,Remote in Melbourne VIC,"Delivery of software solutions, including pipelines, testing and deployments.",2.9,2022-08-04 20:54:08.353444,Part-time +1
Australia,software engineer,Junior Front End Engineer,Null,Null,Null,Melbourne VIC,"As a Front End Engineer, you’ll work within a cross-functional team to give users the best experience while planning and booking their travel.",Null,2022-07-25 20:54:08.357682,Full-time
Australia,software engineer,Senior Software Engineer (VPSG6.2),Null,149025170579,Null,Temporarily Remote in Victoria,Job type: Full time / 12 Months.,Null,2022-08-12 20:54:08.363796,Null
Australia,software engineer,Junior Software Engineer,Null,Null,Null,Remote in Notting Hill VIC,Adheres to software engineering standards.,Null,2022-07-13 20:54:08.368225,Full-time
Australia,software engineer,Junior React Developer,Panthera Finance,6000080000,Null,Remote in Brisbane QLD,Job Type: Permanent - Full Time.,2.8,2022-07-29 20:54:08.374039,Null
Australia,software engineer,Junior React Developer (M17),Null,Null,Null,Remote in Melbourne VIC,"Seeking React Developers - multiple positions (full-stack, front-end & back-end).",Null,2022-08-08 20:54:08.378812,Contract
Australia,software engineer,Javascript Developer,Null,130000170001,Null,Melbourne VIC,This client is building apps that are utilised across the hospitality sector they are a small team making a large impact on you and I as we travel locally and…,Null,2022-08-05 20:54:08.383772,Null
Australia,software engineer,Graduate Software Engineer,Null,Null,Null,Victoria,"You will be responsible for partnering with Airwallex’s engineering teams to drive a high performance, data driven culture.",Null,2022-07-13 20:54:08.388297,Full-time
Australia,software engineer,Junior/Graduate Software Developer,Null,6000065000,Null,Ringwood VIC,Contribute to ongoing software improvement by problem-solving issues and adding new features using best practice.,Null,2022-07-26 20:54:08.393794,Null
Australia,software engineer,Real Time Streaming Software Engineer,Null,80000120000,Remote,Remote,"Also, knowledge of software engineering using a high level language and structured implementation / design approaches, with skills in the following :",Null,2022-07-13 20:54:08.399202,Null
Australia,software engineer,Freelance Developers,Null,Null,Null,Surfers Paradise QLD 4217,Competitive compensation + equity option plans by seniority.,Null,2022-07-13 20:54:08.403393,Null
Australia,data analyst,Entry level data analyst,Null,Null,Null,Sydney NSW,Null,Null,2022-07-27 20:54:09.755324,Contract
Australia,data analyst,Data Analyst (Remote-Australia),Null,Null,Remote,Remote,Null,Null,2022-07-14 20:54:09.761063,Full-time
Australia,data analyst,Data Analyst,Null,99431,Null,Sydney NSW,Null,Null,2022-08-12 20:54:09.766180,Null
Australia,data analyst,Expression of Interest - Data Analyst,EY,90000,Null,Perth WA 6000,Null,4.0,2022-07-18 20:54:09.771710,Null
Australia,data analyst,Data Analyst NMDS,Null,100107118735,Null,St Leonards NSW,Null,Null,2022-08-10 20:54:09.777903,Null
Australia,data analyst,Data Insights & Analytics Analyst,Telstra,85085131400,Null,Melbourne VIC,Null,4.0,2022-08-04 20:54:09.783730,Null
Australia,data analyst,Data Analyst,Kmart,Null,Null,Remote in Mulgrave VIC,Null,3.8,2022-07-19 20:54:09.788658,Null
Australia,data analyst,Junior Data Analyst,Null,Null,Null,Brisbane QLD 4000,Null,Null,2022-07-13 20:54:09.793190,Null
Australia,data analyst,Data Analyst,Null,Null,Null,Canberra ACT,Null,Null,2022-08-03 20:54:09.797098,Full-time
Australia,data analyst,Data Analyst,Origin Energy,Null,Null,Hybrid remote in Melbourne VIC,Null,3.8,2022-08-10 20:54:09.802720,Full-time
Australia,data analyst,EMR Data Analyst,Eastern Health,Null,Null,Box Hill VIC,Null,4.2,2022-08-11 20:54:09.809678,Full-time
Australia,data analyst,Data Analyst,University Of Technology Sydney,94656104713,Null,Broadway NSW 2007,Null,3.9,2022-07-19 20:54:09.816372,Null
Australia,data analyst,Junior Data Analyst (Research),Null,6000085000,Null,Melbourne VIC,Null,Null,2022-07-22 20:54:09.822331,Null
Australia,data analyst,Data Analyst,Acciona,Null,Null,Melbourne VIC,Null,4.0,2022-08-09 20:54:09.828891,Full-time
Australia,data analyst,Senior Analyst | Data & Analytics | Perth,Deloitte,Null,Null,Perth WA 6000,Null,3.9,2022-07-13 20:54:09.833929,Null
United Kingdom,product manager,LFD/PCR Product Manager,Null,4885962286,Temporarily Remote,Temporarily Remote,Change management and service/product introduction.,Null,2022-08-12 20:54:12.115587,"£48,859 - £62,286 a year"
United Kingdom,product manager,Product Manager,Null,7000090000,Remote,Remote,Translate product strategy into detailed requirements for prototype construction and final product development by engineering teams.,Null,2022-08-02 20:54:12.121435,"£70,000 - £90,000 a year"
United Kingdom,product manager,Product Manager,RNID,40,Remote,Remote,"Operational management for services or products, with the ability to redesign processes, amend existing process and plan and operationalise the stages of a new…",4.7,2022-08-12 20:54:12.128052,£40 a day
United Kingdom,product manager,"Product Manager, Google Arts and Culture",Google,Null,Null,London,"Experience in building and scaling consumer, lifestyle, gaming or entertainment based products with a focus on User engagement.",4.3,2022-07-13 20:54:12.132778,Null
United Kingdom,product manager,Product Manager,Null,4500063500,Remote,Remote,Experience in E2E product delivery.,Null,2022-07-27 20:54:12.137451,"£45,000 - £63,500 a year"
United Kingdom,product manager,Rotational Product Manager (RPM),Meta,Null,Null,London,Engage in all stages of a product's lifecycle and drive product development.,4.1,2022-07-18 20:54:12.143225,Full-time
United Kingdom,product manager,"Product Manager, CBDC's",Null,Null,Null,Remote in London,Identify strategic and tactical product opportunities to grow product adoption.,Null,2022-08-09 20:54:12.148166,Null
United Kingdom,product manager,Associate Delivery Manager - Product Delivery - London,BBC,Null,+1 location,London W12+1 location,Have an understanding of delivering digital products and services using agile methods.,4.2,2022-07-29 20:54:12.153294,Null
United Kingdom,product manager,Product Manager – Internal Communications – London – United...,LEGO,Null,Null,Hybrid remote in London,Proven experience within digital product management/digital product ownership.,4.2,2022-08-04 20:54:12.158487,Null
United Kingdom,product manager,"Product Manager – Fluent French – London, Palma",Null,Null,Null,London,"The Product manager plays a major role in complementing the Contracting team in the relationship management with hotel partners, through optimisation of rates…",Null,2022-08-12 20:54:12.162800,Full-time
United Kingdom,product manager,Product Manager,Volkswagen Group,Null,Null,Hybrid remote in Milton Keynes,"In this role, you'll be accountable for ensuring that all products are accurately set up for ordering and all product information is accurate.",4.1,2022-07-20 20:54:12.168079,Full-time
United Kingdom,product manager,Product Delivery Manager,NHS South Central and West Commissioning Support...,4712653219,+1 location,Remote in Eastleigh SO50+1 location,Data Management and Architecture services (DMA) are pleased to announce the advertisement of a Product Delivery Manager role within Data Management and…,3.7,2022-08-05 20:54:12.174605,"£47,126 - £53,219 a year"
United Kingdom,product manager,Product Manager,Null,Null,Null,London,"We’re looking for a strategy-led individual to monitor product performance, support the development of the product category strategy and develop product…",Null,2022-08-09 20:54:12.179230,Full-time
United Kingdom,product manager,Product Insight Manager,Null,Null,Remote,Remote,"Experience conducting product research on products, managing projects, and working in a scale, data driven organisation.",Null,2022-08-12 20:54:12.183945,Full-time
United Kingdom,product manager,Product Manager,Maintel,5500070000,Remote,Remote,"Through quarterly product planning, define the product strategy and roadmaps relating to the product domain.",3.4,2022-07-13 20:54:12.190413,"£55,000 - £70,000 a year"
United Kingdom,data scientist,Data Scientist,Heathrow,Null,Null,London,"A good knowledge of forecasting, machine learning and data modelling approaches.",4.0,2022-08-11 20:54:13.315280,Full-time
United Kingdom,data scientist,Health Data Scientist,University of Edinburgh,Null,Null,Edinburgh EH16,We are looking for a statistical epidemiologist or health data scientist with experience working with large electronic health record databases.,4.1,2022-07-20 20:54:13.320645,Full-time
United Kingdom,data scientist,Data Scientist,Null,Null,Remote,Remote,"Is experienced at analysing real world data using Python, Pandas, and Python visualisation libraries.",Null,2022-08-09 20:54:13.325423,Null
United Kingdom,data scientist,Data Scientist,Nottinghamshire Healthcare NHS Foundation Trust,4005745839,Null,Remote in Nottingham,"We need your skills in Python, text mining, machine learning, deep learning, and everything else that's needed to make reliable, accurate, performant models…",3.7,2022-07-21 20:54:13.330764,"£40,057 - £45,839 a year"
United Kingdom,data scientist,Graduate Data Scientist,Access,Null,Null,Hybrid remote in Loughborough,Undertake data cleaning and transformation to produce analysis datasets from both structured and unstructured data sources.,4.5,2022-08-05 20:54:13.335741,Null
United Kingdom,data scientist,Biostatistician / Epidemiologist / Health Data Scientist,University of Edinburgh,Null,Null,Edinburgh EH8,Experience of writing data analysis plans and preparing data output for publication.,4.1,2022-07-13 20:54:13.341164,Full-time
United Kingdom,data scientist,Data Scientist role,Deutsche Bank,Null,Null,London,Analysing large data sets from various sources of structured and unstructured data to identify trends and patterns to help the firm optimize is operations.,3.8,2022-08-05 20:54:13.346279,Null
United Kingdom,data scientist,"Data Scientist, TC",PwC,Null,Null,London,Tackling hands on data science problems for PwC and its clients.,4.0,2022-08-10 20:54:13.351284,Full-time
United Kingdom,data scientist,NLP Data Scientist,"JPMorgan Chase Bank, N.A.",Null,Null,Glasgow,Good understanding of relevant algorithms and data structures.,3.8,2022-08-10 20:54:13.356644,Full-time
United Kingdom,data scientist,Data Scientist,Rackspace,Null,Remote,Remote,Extending company’s data with third party sources of information when needed.,3.7,2022-08-03 20:54:13.362390,Full-time
United Kingdom,data scientist,DATA SCIENTIST,Null,Null,Null,Remote in Cambridgeshire,We offer a highly competitive above-market compensation and benefits package.,Null,2022-08-11 20:54:13.366428,Null
United Kingdom,data scientist,Data Scientist Intern,Samsung Electronics,Null,Null,Hybrid remote in Staines-upon-Thames,"Strong python skills for data analytics, familiar with common python packages including numpy, pandas, sk-learn and Keras and/or TensorFlow frameworks.",4.0,2022-07-13 20:54:13.371227,Internship
United Kingdom,data scientist,"Data Scientist, UK (Remote)",Null,Null,Null,Remote in Bath,Flexibility in working with a variety of data science approaches.,Null,2022-07-13 20:54:13.376417,Null
United Kingdom,data scientist,ALEXANDER MCQUEEN Junior Data Scientist,Groupe Kering,Null,Null,London,This is a great opportunity for someone with a keen interest in the fashion/retail industry and a passion for data science.,3.6,2022-07-21 20:54:13.381443,Full-time
United Kingdom,data scientist,Data Analytics Applications Undergraduate,Pfizer,Null,Null,Sandwich,"The department comprises laboratory scientists, ably supported by data science specialists who use their understanding of key enterprise applications to help…",4.2,2022-07-13 20:54:13.386417,Full-time
United Kingdom,marketing specialist,Entertainment Marketing Specialist (UK),Gymshark,Null,Null,Solihull,"Supporting in the implementation and execution of Talent & Entertainment marketing activations this includes events, shoots & talent key moments.",4.2,2022-08-04 20:54:14.614950,Null
United Kingdom,marketing specialist,"Specialist, Government Science Programmes",TÜV SÜD,Null,Remote,Remote,"As a Specialist in this team, you will support the delivery of the Flow Programme, a collection of Development, Research, Documentary Standards and Knowledge…",3.6,2022-08-12 20:54:14.620116,Full-time
United Kingdom,marketing specialist,Marketing Localization Specialist,Null,Null,Null,Remote in London,"With Jamf, IT and security teams are able to confidently manage and protect Mac, iPad, iPhone and Apple TV devices, easing the burden of updating, deploying and…",Null,2022-08-12 20:54:14.624442,Null
United Kingdom,marketing specialist,Onboarding Specialist,Null,Null,Null,Remote in London,Performing risk assessments on new personal account applications.,Null,2022-08-04 20:54:14.628515,Full-time
United Kingdom,marketing specialist,Marketing Strategy / Planning Specialist,UBS,Null,Null,London,Instigate and lead on transformational marketing projects to deliver on marketing plans and realize growth and efficiencies for UBS-AM Marketing.,3.8,2022-08-02 20:54:14.633652,Full-time
United Kingdom,marketing specialist,"Pharmacovigilance Country Specialist - UK, Ireland & Nordics",Null,Null,Null,London,Assist the Pharmacovigilance Country Head with close oversight of all PV activities across Moderna’s portfolio and throughout the clinical development and post…,Null,2022-08-10 20:54:14.637817,Null
